id,height,country,distance,dock,rank,function,usage,dose,count,max,weight,cat1,class,age,target
14240,65147.12,CO-B,37511,DO-1,RA-1A,FU-17,5677,2022,28945,8719,75190.5331,CA-11,CL-22,12574,TA-3
14241,69370.28,CO-7,28814,DO-8,RA-19,FU-13,6996,2696,26910,7393,80489.274,CA-1E,CL-A,5130,TA-3
14242,43556.21,CO-3,31964,DO-2,RA-24,FU-22,9215,8448,8708,5116,45026.2731,CA-1,CL-D,11697,TA-0
14243,50895.14,CO-8,54813,DO-12,RA-B,FU-8,6423,357,34946,9628,40530.3847,CA-6,CL-5,4488,TA-2
14244,38284.42,CO-E,51862,DO-4,RA-17,FU-8,4705,3076,31357,5029,NA,CA-C,CL-1A,7341,TA-0
14245,38444.88,CO-1,43399,DO-1,RA-4,FU-C,6521,3336,3326,10576,76490.6287,CA-4,CL-24,10510,TA-1
14246,71128.03,CO-B,48971,DO-D,RA-14,FU-5,5984,4119,12318,7745,69652.3168,CA-1,CL-0,11571,TA-4
14247,43792.06,CO-E,42195,DO-2,RA-1B,FU-22,8967,1851,6969,10315,80218.5214,CA-2D,CL-12,10280,TA-4
14248,57909.25,CO-F,34948,DO-E,RA-19,FU-11,3985,10012,16761,7840,7779.5786,CA-2B,CL-1E,8610,TA-3
14249,41693.6,CO-A,40478,DO-2,RA-23,FU-22,5457,10803,2380,6167,NA,CA-13,CL-16,9908,TA-1
14250,40817.97,CO-1,36616,DO-3,RA-9,FU-1F,5558,2392,13758,9291,18674.8246,CA-1A,CL-25,7808,TA-0
14251,74218.91,CO-8,45887,DO-1,RA-0,FU-3,4921,5577,1483,8519,25946.6581,CA-1B,CL-23,3966,TA-1
14252,50535.57,CO-C,38459,DO-9,RA-27,FU-1F,4831,9899,29153,5895,56947.2458,CA-3,CL-25,8481,TA-3
14253,65459.3,CO-B,51000,DO-B,RA-19,FU-17,6606,9156,34949,5546,58013.2106,CA-28,CL-16,10477,TA-4
14254,59644.33,CO-5,23094,DO-A,RA-29,FU-B,5190,1091,17937,10842,75502.3859,CA-14,CL-1,5530,TA-2
14255,49879.23,CO-7,29428,DO-10,RA-8,FU-13,8100,4823,32743,7202,20391.0214,CA-E,CL-12,10992,TA-1
14256,41525.53,CO-10,61610,DO-2,RA-C,FU-17,5889,2365,4201,6689,72003.202,CA-22,CL-1E,472,TA-4
14257,55000.44,CO-A,41168,DO-4,RA-27,FU-22,6427,4990,34436,7617,37841.2676,CA-15,CL-10,10268,TA-2
14258,63915.15,CO-A,46941,DO-11,RA-25,FU-13,3033,10519,13758,10881,8875.0594,CA-5,CL-9,13219,TA-2
14259,45302.15,CO-7,50646,DO-3,RA-1D,FU-15,4757,9478,20864,10193,16799.9473,CA-1A,CL-15,13137,TA-2
14260,67310.27,CO-13,35458,DO-0,RA-11,FU-10,5972,981,25794,6750,46877.7997,CA-15,CL-22,2238,TA-3
14261,66126.0,CO-13,33434,DO-C,RA-E,FU-23,5686,10895,22630,9633,80550.6389,CA-10,CL-15,13148,TA-4
14262,68804.38,CO-14,32055,DO-F,RA-23,FU-1,4668,10514,16726,6837,83943.7531,CA-18,CL-1D,7307,TA-4
14263,74946.82,CO-1,36623,DO-11,RA-12,FU-17,6378,3624,25594,6496,47386.4958,CA-A,CL-22,5773,TA-4
14264,55673.51,CO-6,35925,DO-D,RA-24,FU-20,4497,3412,9397,11205,55580.827,CA-27,CL-1,1121,TA-3
14265,38019.86,CO-8,49926,DO-A,RA-26,FU-17,6679,4214,1407,10513,42439.9299,CA-1C,CL-F,12185,TA-3
14266,51745.97,CO-A,54779,DO-10,RA-18,FU-C,4291,5085,20752,5993,22748.0137,CA-7,CL-20,3543,TA-1
14267,62830.0,CO-1,40598,DO-12,RA-20,FU-B,4933,4537,12159,8648,38804.8116,CA-20,CL-18,13924,TA-3
14268,69930.93,CO-6,26562,DO-8,RA-9,FU-19,3691,9684,29739,7381,13830.4344,CA-1D,CL-12,12606,TA-1
14269,48686.39,CO-8,31632,DO-6,RA-E,FU-1D,4072,4891,4090,9569,57831.318,CA-28,CL-A,8657,TA-1
14270,50953.64,CO-8,14711,DO-5,RA-15,FU-19,5315,10452,11950,12151,17145.6288,CA-5,CL-1A,1043,TA-4
14271,47634.88,CO-D,43186,DO-6,RA-29,FU-17,6499,2761,31200,6814,19795.3395,CA-B,CL-20,4097,TA-1
14272,70390.21,CO-F,41661,DO-F,RA-4,FU-16,5481,2101,21131,8815,44155.2576,CA-4,CL-A,5253,TA-2
14273,55148.0,CO-2,49244,DO-1,RA-17,FU-24,5321,7055,26650,9508,81660.4949,CA-24,CL-1B,6082,TA-4
14274,42977.44,CO-6,56048,DO-0,RA-9,FU-A,7421,10670,16569,6907,78426.9957,CA-E,CL-8,3579,TA-3
14275,63704.99,CO-8,14761,DO-E,RA-15,FU-1D,5613,6653,26803,7580,80334.427,CA-16,CL-18,12118,TA-0
14276,62176.32,CO-0,38246,DO-B,RA-5,FU-A,5793,2663,12243,10016,57511.7127,CA-15,CL-1B,5090,TA-1
14277,56762.42,CO-D,59018,DO-8,RA-20,FU-5,4128,9584,26318,9563,26781.7208,CA-C,CL-26,3880,TA-4
14278,46907.34,CO-B,32374,DO-F,RA-1E,FU-4,6182,6504,34167,5496,55330.526,CA-1B,CL-4,11902,TA-3
14279,41871.43,CO-9,31500,DO-C,RA-29,FU-B,3274,252,22991,12890,76280.501,CA-1C,CL-18,4227,TA-4
14280,36199.17,CO-3,31416,DO-3,RA-4,FU-11,4763,10824,35933,5822,55506.0656,CA-1,CL-A,2541,TA-0
14281,56353.53,CO-8,27534,DO-5,RA-13,FU-27,4980,1659,28167,10936,25327.9084,CA-4,CL-0,6028,TA-0
14282,50288.91,CO-12,41773,DO-E,RA-1B,FU-1A,3852,7143,13765,6990,26147.6248,CA-1,CL-20,12733,TA-1
14283,45584.69,CO-E,25759,DO-F,RA-6,FU-D,7075,1785,10780,5753,64074.4629,CA-1E,CL-6,8901,TA-3
14284,56856.17,CO-B,53271,DO-C,RA-1C,FU-10,4166,9166,36815,6035,36181.4737,CA-A,CL-1B,3158,TA-2
14285,50773.34,CO-A,23479,DO-5,RA-1C,FU-22,5174,9607,33546,7116,53369.5702,CA-16,CL-9,6550,TA-1
14286,68820.87,CO-2,38332,DO-8,RA-29,FU-20,5463,8873,8629,10964,62246.0531,CA-24,CL-25,11977,TA-4
14287,38184.17,CO-1,24120,DO-1,RA-20,FU-1B,5556,9060,33245,10261,8666.6686,CA-18,CL-9,11705,TA-0
14288,58368.91,CO-14,34469,DO-12,RA-24,FU-1,7931,9557,14078,5942,54058.9206,CA-2A,CL-3,3571,TA-4
14289,41657.02,CO-8,44457,DO-C,RA-F,FU-1,3334,7495,6538,10344,NA,CA-6,CL-14,13610,TA-2
14290,54041.79,CO-F,30974,DO-2,RA-2,FU-18,5709,489,15072,8261,5541.8049,CA-16,CL-1E,2769,TA-0
14291,66241.54,CO-A,53203,DO-12,RA-1D,FU-9,6733,5770,7244,8652,27457.5982,CA-3,CL-15,11752,TA-3
14292,58589.35,CO-F,44609,DO-E,RA-E,FU-13,8575,7498,22168,5070,31745.7826,CA-17,CL-19,4195,TA-4
14293,39686.19,CO-13,36242,DO-9,RA-1A,FU-1E,7040,8084,23208,5316,70797.7908,CA-1E,CL-C,10597,TA-3
14294,49159.36,CO-1,44826,DO-6,RA-1B,FU-2A,5531,10091,30810,6581,NA,CA-5,CL-4,1370,TA-0
14295,53598.79,CO-A,53103,DO-8,RA-16,FU-F,6755,2845,4619,9239,69381.4708,CA-1B,CL-1,7893,TA-4
14296,66872.95,CO-2,38563,DO-D,RA-F,FU-6,6541,1286,8045,6566,61380.9237,CA-1B,CL-20,4567,TA-3
14297,59487.15,CO-1,50851,DO-11,RA-F,FU-1,6247,6300,30849,12260,2000.382,CA-1C,CL-E,2884,TA-0
14298,46581.44,CO-B,20247,DO-9,RA-21,FU-2A,4341,1329,31906,8012,14293.6531,CA-18,CL-3,432,TA-0
14299,43888.53,CO-8,63214,DO-3,RA-1F,FU-1E,6474,9571,13417,7693,78494.9535,CA-1,CL-A,1176,TA-3
14300,64255.5,CO-9,35564,DO-7,RA-27,FU-1A,5642,1459,11509,12579,39571.091,CA-23,CL-1D,12490,TA-3
14301,66202.66,CO-6,36870,DO-0,RA-18,FU-5,7336,6028,19591,8583,65039.7248,CA-15,CL-0,10822,TA-1
14302,39981.55,CO-4,21555,DO-A,RA-10,FU-2,7703,4167,34730,8325,13395.2847,CA-5,CL-9,8722,TA-0
14303,66397.48,CO-F,34929,DO-11,RA-14,FU-14,6037,7648,18805,9874,77138.2113,CA-10,CL-7,4501,TA-0
14304,55888.79,CO-D,24207,DO-5,RA-1B,FU-1F,3535,9864,28288,6995,39941.8229,CA-4,CL-4,11419,TA-0
14305,51631.48,CO-5,33187,DO-4,RA-C,FU-28,7159,8390,11969,9602,47252.1159,CA-A,CL-F,7634,TA-1
14306,43249.36,CO-3,44878,DO-7,RA-9,FU-E,6325,3790,27304,6885,17216.5721,CA-18,CL-18,4577,TA-1
14307,39594.05,CO-B,45876,DO-3,RA-6,FU-8,6618,1339,23116,4242,10776.9235,CA-21,CL-B,13568,TA-0
14308,41481.68,CO-0,28438,DO-1,RA-11,FU-1A,6094,7125,19711,11756,59106.2325,CA-2C,CL-21,7108,TA-0
14309,41603.95,CO-D,46579,DO-7,RA-3,FU-5,6601,1272,10355,6097,23149.4578,CA-2A,CL-22,9984,TA-2
14310,50398.17,CO-11,52124,DO-8,RA-14,FU-B,7233,2014,3045,8350,NA,CA-E,CL-0,4555,TA-2
14311,44536.43,CO-14,22971,DO-1,RA-15,FU-26,5771,8717,5219,7141,21321.4287,CA-14,CL-3,7253,TA-0
14312,49361.99,CO-E,26910,DO-9,RA-1F,FU-10,6466,8316,6839,4917,35777.1747,CA-1C,CL-16,5547,TA-2
14313,67416.91,CO-14,45921,DO-F,RA-26,FU-29,5303,8658,18130,10782,66035.9896,CA-16,CL-2,6118,TA-4
14314,42177.33,CO-B,27894,DO-10,RA-1D,FU-15,3065,10587,27769,6235,14160.9227,CA-2,CL-A,11349,TA-0
14315,52491.07,CO-10,37585,DO-2,RA-D,FU-C,6818,914,31877,9252,67420.5666,CA-8,CL-16,4280,TA-1
14316,51351.01,CO-1,19047,DO-11,RA-21,FU-1,4483,5758,1940,5719,71559.4127,CA-7,CL-4,5719,TA-1
14317,57821.89,CO-4,33224,DO-6,RA-1F,FU-1B,4001,5960,36221,9442,NA,CA-2C,CL-C,13697,TA-2
14318,61300.62,CO-11,43674,DO-8,RA-3,FU-1C,4887,5532,34747,9789,58156.5548,CA-2C,CL-B,10811,TA-3
14319,51600.98,CO-11,44341,DO-2,RA-14,FU-1C,6972,9067,33471,11907,59164.6475,CA-5,CL-26,12660,TA-0
14320,42068.41,CO-F,44111,DO-D,RA-21,FU-1B,5023,3739,16285,7689,76466.7115,CA-A,CL-1B,5382,TA-3
14321,60624.78,CO-0,49916,DO-E,RA-E,FU-29,5702,4919,34207,8664,38237.2021,CA-14,CL-13,8049,TA-2
14322,66567.88,CO-9,33477,DO-6,RA-24,FU-E,6047,2225,19616,10316,17982.2033,CA-27,CL-24,10812,TA-3
14323,47691.73,CO-10,45689,DO-7,RA-19,FU-24,4948,5302,13802,7852,76580.8222,CA-B,CL-24,13060,TA-3
14324,34517.64,CO-13,33172,DO-4,RA-9,FU-6,7517,4261,11963,10480,64159.6906,CA-1F,CL-4,460,TA-2
14325,65411.38,CO-1,35514,DO-9,RA-27,FU-2B,5067,6206,8068,8787,21486.7587,CA-24,CL-24,1915,TA-2
14326,55105.74,CO-1,46578,DO-4,RA-1B,FU-8,5609,831,11832,6334,25083.5454,CA-28,CL-1E,13869,TA-0
14327,52323.78,CO-3,43115,DO-7,RA-25,FU-26,5723,1440,4301,11834,NA,CA-1,CL-24,2059,TA-1
14328,59253.88,CO-7,34810,DO-2,RA-1,FU-1A,6768,6979,14542,6551,56036.8042,CA-16,CL-8,12927,TA-1
14329,45518.64,CO-3,30016,DO-1,RA-26,FU-24,2303,5020,13239,7899,8376.891,CA-6,CL-E,12305,TA-0
14330,60189.1,CO-10,33907,DO-D,RA-1F,FU-21,8887,1350,36381,7238,28863.164,CA-21,CL-1F,7306,TA-3
14331,57531.6,CO-3,49853,DO-E,RA-18,FU-2,4991,9385,25190,6271,49318.6796,CA-A,CL-F,14188,TA-2
14332,44073.87,CO-11,44744,DO-4,RA-B,FU-21,4788,5361,36738,5738,78368.6469,CA-28,CL-15,478,TA-4
14333,43515.93,CO-8,32711,DO-12,RA-6,FU-21,5063,7666,25930,8684,24311.2713,CA-19,CL-F,8491,TA-1
14334,57574.98,CO-4,38776,DO-5,RA-7,FU-25,4483,1343,14557,8677,11223.4521,CA-25,CL-D,1277,TA-0
14335,53118.71,CO-6,41031,DO-B,RA-0,FU-A,5300,2091,6316,10897,45689.0481,CA-22,CL-13,13040,TA-1
14336,61168.69,CO-3,32333,DO-1,RA-27,FU-13,7331,1165,13930,5852,38175.0466,CA-22,CL-26,3494,TA-2
14337,47880.53,CO-11,43770,DO-11,RA-1F,FU-1C,7219,7501,20624,8425,65695.754,CA-28,CL-17,2541,TA-4
14338,37433.9,CO-14,32630,DO-A,RA-1C,FU-4,6300,10732,19730,7712,58986.7217,CA-17,CL-10,5412,TA-4
14339,46932.91,CO-B,36674,DO-F,RA-26,FU-1C,6491,5958,2774,7425,58182.9566,CA-E,CL-E,14322,TA-3
14340,53759.69,CO-A,38253,DO-8,RA-5,FU-9,4956,10136,12407,10605,6174.4863,CA-12,CL-8,10459,TA-0
14341,27484.79,CO-5,35801,DO-F,RA-24,FU-10,3624,8897,16696,6739,17614.813,CA-15,CL-5,4846,TA-1
14342,49800.28,CO-4,34023,DO-B,RA-24,FU-24,6020,5768,26405,8819,9356.5457,CA-3,CL-23,1624,TA-1
14343,48609.13,CO-14,46279,DO-B,RA-F,FU-1A,7487,5949,31920,10786,54932.1214,CA-1A,CL-C,6227,TA-3
14344,41693.65,CO-12,38841,DO-A,RA-6,FU-25,4286,8549,6942,7785,53728.8237,CA-1,CL-1E,6304,TA-2
14345,49668.56,CO-C,51597,DO-4,RA-1F,FU-1C,5073,7000,10852,8706,77429.4775,CA-1A,CL-18,12774,TA-4
14346,43861.8,CO-14,36952,DO-11,RA-5,FU-F,7936,1249,10456,4179,9078.1572,CA-14,CL-16,14019,TA-2
14347,60633.99,CO-E,53287,DO-B,RA-21,FU-C,6044,2271,7463,12812,69975.3337,CA-1D,CL-1F,3078,TA-4
14348,40021.08,CO-0,29604,DO-7,RA-1E,FU-29,6396,6516,30486,9987,83531.6974,CA-29,CL-1C,1042,TA-3
14349,57887.24,CO-10,36665,DO-6,RA-12,FU-10,4919,498,1172,6741,NA,CA-1F,CL-1,13079,TA-1
14350,52071.33,CO-8,31712,DO-6,RA-2,FU-26,4431,9478,28165,8170,7441.8226,CA-1B,CL-9,12698,TA-0
14351,63030.04,CO-C,25531,DO-1,RA-22,FU-7,6871,5873,21920,6776,13752.5627,CA-1D,CL-7,8784,TA-0
14352,69072.35,CO-B,39352,DO-8,RA-13,FU-1B,4241,10664,23161,6284,19970.0612,CA-9,CL-18,6607,TA-4
14353,51042.85,CO-6,44083,DO-C,RA-1,FU-13,7284,9984,7051,8549,19182.0239,CA-3,CL-8,5748,TA-1
14354,48949.54,CO-7,45802,DO-A,RA-15,FU-20,4780,6353,36067,6261,NA,CA-0,CL-4,8263,TA-0
14355,56428.35,CO-6,33074,DO-F,RA-25,FU-1E,8143,4263,8188,7777,25893.8104,CA-13,CL-1B,8718,TA-2
14356,46842.84,CO-0,36200,DO-7,RA-E,FU-1,5530,3320,17361,8959,51010.9017,CA-2,CL-7,4402,TA-0
14357,61489.94,CO-B,37738,DO-12,RA-10,FU-0,3893,1333,17618,7698,75591.2379,CA-1B,CL-20,9771,TA-4
14358,50403.61,CO-1,25985,DO-9,RA-0,FU-5,8404,6621,21322,7847,35636.4678,CA-C,CL-15,8552,TA-0
14359,44582.68,CO-4,31229,DO-5,RA-7,FU-9,6166,1445,21781,9868,NA,CA-2A,CL-13,1751,TA-1
14360,62912.55,CO-12,28289,DO-4,RA-9,FU-15,7241,4036,20423,8323,59361.1041,CA-5,CL-6,5991,TA-1
14361,48359.46,CO-E,49286,DO-2,RA-1C,FU-F,4715,10055,8888,9463,46873.101,CA-1D,CL-4,7494,TA-3
14362,56808.01,CO-D,49928,DO-1,RA-2,FU-2B,5079,8944,6358,8485,51979.0344,CA-B,CL-14,7675,TA-1
14363,54969.18,CO-14,37232,DO-6,RA-28,FU-1D,4576,5966,29725,7303,27463.8893,CA-15,CL-9,4185,TA-2
14364,42757.99,CO-C,32904,DO-7,RA-10,FU-C,6773,5401,9221,11264,77971.8761,CA-17,CL-18,9030,TA-2
14365,64287.49,CO-14,36298,DO-11,RA-0,FU-B,6018,4507,13579,5923,6267.4842,CA-2C,CL-3,6936,TA-2
14366,60370.28,CO-2,44439,DO-C,RA-1C,FU-1D,4805,4168,17500,7687,70931.1048,CA-28,CL-21,7173,TA-4
14367,61112.24,CO-13,36185,DO-4,RA-1D,FU-D,5936,2030,15697,7737,NA,CA-D,CL-1E,4049,TA-3
14368,44470.04,CO-3,54703,DO-A,RA-11,FU-19,5273,10396,8606,8079,72767.2054,CA-A,CL-E,7134,TA-3
14369,52627.19,CO-8,37205,DO-A,RA-2,FU-6,4321,9623,33659,9194,22562.1097,CA-1F,CL-21,9047,TA-2
14370,40509.49,CO-D,51485,DO-B,RA-F,FU-1A,5840,6991,27102,8861,13162.7665,CA-21,CL-3,1307,TA-1
14371,52021.1,CO-11,31643,DO-12,RA-1,FU-1C,4406,8040,20956,6956,51295.2667,CA-F,CL-17,12984,TA-3
14372,55072.76,CO-9,35100,DO-F,RA-1B,FU-22,3820,7030,8217,7033,58161.8401,CA-22,CL-E,9241,TA-3
14373,37740.52,CO-D,42622,DO-0,RA-F,FU-19,5790,9244,22174,10475,19010.5156,CA-4,CL-13,13128,TA-0
14374,59322.09,CO-7,47790,DO-E,RA-E,FU-A,5197,852,13117,6685,32572.4999,CA-22,CL-A,12970,TA-2
14375,48522.9,CO-6,27530,DO-3,RA-12,FU-7,4359,7407,21823,10486,62691.558,CA-15,CL-12,8279,TA-0
14376,44820.86,CO-E,16427,DO-F,RA-1D,FU-F,5501,3249,16428,10307,52240.9284,CA-B,CL-10,6307,TA-2
14377,38642.49,CO-13,28076,DO-B,RA-4,FU-A,6273,2965,13723,10872,NA,CA-8,CL-3,5632,TA-0
14378,84763.82,CO-1,38527,DO-11,RA-25,FU-26,7257,686,27503,10633,NA,CA-27,CL-4,595,TA-3
14379,37787.57,CO-10,25989,DO-9,RA-28,FU-18,3647,3751,29933,8613,40296.5497,CA-28,CL-23,6213,TA-3
14380,54705.14,CO-6,45836,DO-8,RA-13,FU-D,6453,9385,20872,9680,55554.2795,CA-29,CL-B,1261,TA-2
14381,54067.19,CO-F,37915,DO-A,RA-1A,FU-2A,5890,3626,21282,9378,80420.6237,CA-C,CL-15,4127,TA-4
14382,60214.78,CO-11,33267,DO-12,RA-5,FU-23,6015,7834,26203,6019,57749.0056,CA-F,CL-1D,10587,TA-4
14383,46802.0,CO-12,42839,DO-C,RA-3,FU-3,6894,9912,12759,8793,72869.221,CA-2A,CL-1A,10794,TA-4
14384,55093.35,CO-D,39008,DO-11,RA-6,FU-0,6933,9220,3228,6143,65012.2599,CA-13,CL-12,12312,TA-4
14385,55832.98,CO-13,46237,DO-10,RA-9,FU-2,4168,7765,23763,10663,70829.1611,CA-9,CL-18,11842,TA-4
14386,53828.6,CO-A,44330,DO-A,RA-18,FU-18,6097,5013,7025,4995,25523.8845,CA-C,CL-D,8119,TA-0
14387,62710.5,CO-F,42121,DO-9,RA-1F,FU-2,6579,9601,34352,13537,23918.8802,CA-26,CL-D,4089,TA-4
14388,64009.59,CO-C,26946,DO-9,RA-19,FU-21,4147,3403,19193,10314,14744.3081,CA-D,CL-15,7963,TA-1
14389,43165.05,CO-A,51509,DO-C,RA-9,FU-11,4620,8812,25290,6705,72169.9282,CA-5,CL-F,10210,TA-3
14390,56335.17,CO-9,43241,DO-12,RA-11,FU-15,5596,8007,17091,7594,2914.5365,CA-26,CL-15,11165,TA-3
14391,59871.72,CO-E,44849,DO-4,RA-2,FU-1D,5207,8950,6027,5972,45174.1848,CA-3,CL-B,4696,TA-1
14392,60815.12,CO-D,40633,DO-2,RA-1A,FU-13,5504,3850,23043,8264,9116.5967,CA-C,CL-22,4683,TA-1
14393,45362.91,CO-0,41324,DO-0,RA-D,FU-14,4022,6558,11606,11490,38145.9836,CA-11,CL-D,11605,TA-0
14394,38475.53,CO-A,41615,DO-C,RA-1D,FU-21,6399,711,16429,7658,49710.3766,CA-7,CL-D,5968,TA-1
14395,44099.25,CO-5,26519,DO-9,RA-1E,FU-22,5401,10486,25518,7672,43858.926,CA-1F,CL-7,13390,TA-2
14396,50463.99,CO-11,33149,DO-7,RA-E,FU-2A,6457,346,30217,7424,43905.8344,CA-1B,CL-1B,3005,TA-2
14397,76446.52,CO-5,43187,DO-C,RA-1E,FU-10,6133,8515,9610,7955,59618.249,CA-15,CL-24,7048,TA-4
14398,66842.66,CO-4,30533,DO-D,RA-27,FU-27,5509,8269,25034,8628,9978.3111,CA-13,CL-15,7506,TA-2
14399,44617.35,CO-1,28840,DO-8,RA-10,FU-1E,4908,5895,23084,8141,20062.2637,CA-14,CL-21,10437,TA-0
14400,61288.86,CO-D,50694,DO-A,RA-0,FU-B,6420,7619,35056,9336,28335.0739,CA-13,CL-1E,11763,TA-3
14401,47174.84,CO-3,27114,DO-8,RA-3,FU-4,5257,7511,32551,7390,84905.1863,CA-6,CL-1F,8699,TA-2
14402,62648.85,CO-6,58699,DO-E,RA-E,FU-F,5022,946,21504,9159,51706.0297,CA-B,CL-1D,13874,TA-2
14403,51119.64,CO-11,41090,DO-A,RA-10,FU-28,5876,6179,32816,8506,36853.3053,CA-10,CL-16,5505,TA-2
14404,64341.63,CO-D,26274,DO-7,RA-29,FU-D,6410,9294,5004,7799,29576.5483,CA-24,CL-6,13480,TA-3
14405,50317.54,CO-8,50618,DO-D,RA-25,FU-25,3936,6237,11949,9846,8722.2695,CA-4,CL-1D,4205,TA-1
14406,63897.18,CO-5,44229,DO-C,RA-5,FU-18,3357,6243,10851,10718,23627.0719,CA-9,CL-1C,9280,TA-0
14407,50959.11,CO-B,40646,DO-0,RA-18,FU-11,3860,10302,22386,11082,28314.4597,CA-1D,CL-E,7043,TA-3
14408,63459.22,CO-E,41583,DO-7,RA-23,FU-1D,4606,10027,24579,7561,7476.6,CA-27,CL-C,13001,TA-2
14409,52118.16,CO-A,32836,DO-11,RA-21,FU-11,4282,2854,26097,8249,2508.6613,CA-3,CL-20,2085,TA-0
14410,55443.68,CO-8,37919,DO-11,RA-10,FU-2B,3494,10319,18720,10457,59553.3026,CA-14,CL-B,10848,TA-2
14411,46855.3,CO-C,49546,DO-9,RA-23,FU-3,6490,2635,30300,6454,34069.0537,CA-D,CL-6,9137,TA-1
14412,55971.76,CO-A,28690,DO-A,RA-F,FU-8,5197,5396,34372,9933,35682.6596,CA-11,CL-15,2544,TA-1
14413,65186.54,CO-13,30937,DO-6,RA-29,FU-1A,7997,2742,15897,6103,65653.5921,CA-12,CL-21,8504,TA-4
14414,38749.39,CO-1,30294,DO-E,RA-3,FU-1B,6204,1184,1586,9810,3792.4699,CA-17,CL-17,3974,TA-0
14415,52029.71,CO-2,38874,DO-1,RA-22,FU-15,3053,1207,21226,6880,NA,CA-22,CL-20,1619,TA-0
14416,61511.69,CO-13,28997,DO-4,RA-5,FU-D,5806,5673,26726,9040,12446.4543,CA-D,CL-A,6648,TA-0
14417,56668.86,CO-2,30809,DO-7,RA-8,FU-0,5466,9591,23042,5829,82434.5193,CA-28,CL-18,6666,TA-4
14418,52846.14,CO-D,32227,DO-B,RA-2,FU-2B,4360,1218,26643,6363,NA,CA-16,CL-22,795,TA-2
14419,42362.07,CO-13,41683,DO-5,RA-4,FU-4,6377,7813,5996,9149,65320.5316,CA-4,CL-16,7519,TA-2
14420,40879.02,CO-8,41018,DO-3,RA-1,FU-12,4645,2531,28395,7567,82220.7482,CA-10,CL-22,4210,TA-2
14421,39044.62,CO-0,24249,DO-11,RA-4,FU-13,6238,870,29626,10706,68610.1737,CA-3,CL-18,8673,TA-0
14422,55067.11,CO-2,38421,DO-8,RA-15,FU-28,5611,9778,19668,8061,24521.9951,CA-E,CL-23,9700,TA-0
14423,44435.25,CO-11,34251,DO-12,RA-28,FU-25,5262,10082,21178,6326,31052.0277,CA-C,CL-7,9532,TA-3
14424,74859.66,CO-E,50796,DO-0,RA-6,FU-14,2996,8288,33505,9436,NA,CA-22,CL-16,7649,TA-4
14425,50801.6,CO-E,49765,DO-10,RA-1B,FU-29,5004,9756,34485,7891,18932.0866,CA-21,CL-18,12016,TA-4
14426,53701.95,CO-C,47682,DO-8,RA-15,FU-28,5496,6686,28829,9300,35788.7323,CA-19,CL-17,5184,TA-4
14427,64692.06,CO-3,48482,DO-11,RA-29,FU-1F,4471,1061,35231,4066,40229.6756,CA-22,CL-7,4677,TA-3
14428,63652.74,CO-6,45924,DO-3,RA-1D,FU-1,2550,6476,5803,8595,39745.8034,CA-15,CL-21,5585,TA-2
14429,44939.56,CO-9,43550,DO-12,RA-1B,FU-D,5900,6423,16378,8563,7278.063,CA-10,CL-6,7346,TA-1
14430,55536.96,CO-F,63103,DO-3,RA-14,FU-16,5647,7770,27630,9828,18347.7841,CA-7,CL-1B,13311,TA-0
14431,50574.24,CO-12,57929,DO-B,RA-3,FU-11,4524,8403,18520,8124,20872.6671,CA-25,CL-22,2687,TA-3
14432,57212.95,CO-2,19320,DO-4,RA-1C,FU-1B,8889,1937,14126,6842,84690.1312,CA-10,CL-4,5259,TA-1
14433,71459.85,CO-C,42395,DO-D,RA-2,FU-4,6358,7643,10651,9415,51287.081,CA-B,CL-A,7879,TA-3
14434,57144.0,CO-4,26897,DO-11,RA-F,FU-27,6191,9753,9230,8580,74346.0413,CA-3,CL-7,10314,TA-2
14435,57756.26,CO-6,56448,DO-7,RA-4,FU-8,5295,4115,29642,7223,84151.1151,CA-25,CL-8,2214,TA-4
14436,50537.59,CO-5,38659,DO-11,RA-27,FU-10,3527,4102,28502,8879,44651.8913,CA-E,CL-1,6697,TA-2
14437,46313.75,CO-1,38717,DO-7,RA-28,FU-27,2576,7814,20185,9606,45668.4103,CA-C,CL-22,5632,TA-1
14438,50053.78,CO-12,36888,DO-2,RA-23,FU-15,5036,4664,34227,8126,79822.7642,CA-0,CL-16,5633,TA-3
14439,41327.07,CO-10,47382,DO-C,RA-E,FU-11,4392,5867,13521,8411,80941.8156,CA-15,CL-23,2927,TA-4
14440,71992.56,CO-12,30238,DO-10,RA-12,FU-21,7842,9177,28359,6872,37039.2492,CA-12,CL-0,13728,TA-4
14441,61376.09,CO-13,54278,DO-F,RA-22,FU-0,6147,9058,19024,8585,83967.5951,CA-2D,CL-B,6605,TA-4
14442,72197.49,CO-13,44740,DO-A,RA-8,FU-1E,7402,1563,31498,8952,22313.3982,CA-C,CL-10,4920,TA-2
14443,66283.37,CO-A,22097,DO-A,RA-18,FU-9,7860,7169,14130,6242,46156.3373,CA-0,CL-20,12404,TA-1
14444,57487.61,CO-A,42722,DO-A,RA-5,FU-8,5138,4793,11498,7930,45302.5428,CA-A,CL-0,13309,TA-0
14445,48486.62,CO-5,26678,DO-4,RA-1C,FU-10,5872,4878,11747,4991,26300.1802,CA-25,CL-19,14501,TA-0
14446,43858.74,CO-4,21643,DO-1,RA-1D,FU-8,6319,7015,15859,8247,76146.3423,CA-15,CL-16,5313,TA-2
