id,distance,height,landings,number,pack,age,usage,region,weight,item,volume,width,max,power,size,target
531,6969,13644.994,27589.07364,40961.2793,45553.8128,33726.5454,37587.96937,RE-1,3027,IT-2,61398,32641.641,15831,15785,1250,14.226885312063818
532,5198,15597.3927,36958.1243,32474.19806,69366.17,48946.2653,32688.57455,RE-C,4803,IT-A,48124,26004.366,23924,15644,1316,27.159241537893916
533,6629,10776.6382,17329.57619,59449.12412,43181.9388,61826.8836,27061.60931,RE-C,1339,IT-9,76785,34072.584,8028,19272,1295,0.8650739883837171
534,4455,15633.155,35363.12702,17363.20869,24650.2226,65565.2282,37892.34749,RE-6,2907,IT-6,50051,32677.486,23889,16114,1566,62.20210698222045
535,6628,6068.5929,6352.80798,37694.98719,38927.0364,40078.1162,21823.67201,RE-9,3601,IT-10,63208,28068.598,22947,9715,1510,8.856890761471428
536,5677,2088.2294,4282.86354,14213.86343,46540.1159,31961.8934,24696.57997,RE-C,2936,IT-2,14522,NA,11946,9763,1376,-57.38577585392625
537,7403,10266.3007,20047.92913,31532.31177,35112.0246,40566.4441,29662.829,RE-B,4939,IT-A,27343,32264.592,22540,11685,1814,-11.574677403113789
538,5646,12804.1486,2146.90939,2732.06338,44963.712,34212.3921,45422.54703,RE-B,1293,IT-D,19890,25347.499,10313,24177,1298,1.3258170659139439
539,4173,11872.127,22740.95108,5200.47088,53186.6248,23727.9135,40162.03432,RE-F,516,IT-7,56233,26610.175,26007,16924,1513,18.871508321221015
540,4849,8492.6391,38489.26844,47947.74748,34692.7827,55246.6014,14605.89349,RE-7,3084,IT-5,76046,22754.671,24959,7416,2030,29.29322520600344
541,2834,9471.0337,18871.60574,12779.81522,41678.5481,48514.5556,48192.62392,RE-1,3606,IT-13,27938,29845.619,27706,13396,1423,27.330183470487434
542,6006,17771.5479,6897.63594,57269.36953,22582.2388,33311.637,28379.22159,RE-11,904,IT-8,53585,22322.469,2295,21115,1129,5.693053695139907
543,6779,15069.166,7178.65364,3509.84256,32380.0682,38791.789,19927.11173,RE-C,2238,IT-F,37711,NA,2536,15169,1295,-8.556433019019005
544,4108,9928.7831,13431.94945,16200.4331,27029.551,33469.9418,19125.25644,RE-4,3142,IT-0,25019,31883.326,27618,10886,1012,-37.68246390739973
545,3969,8066.4014,40135.94622,9835.74579,53192.0555,43269.1124,43123.43183,RE-4,2373,IT-A,27600,NA,5088,12895,1295,-17.273310403723585
546,5408,8889.7485,8475.11866,1392.30798,37415.1815,22054.7093,33330.95179,RE-10,1426,IT-12,34952,34601.533,6222,968,1270,-30.431722395073585
547,4085,6167.4281,20468.27483,9710.00453,30867.6812,41608.7106,35953.68132,RE-1,3940,IT-A,42272,34750.863,6938,15124,1567,17.922579376997398
548,5910,2678.4381,19734.58309,37178.84275,46262.1157,34767.8447,29125.62838,RE-1,797,IT-E,63305,20918.198,7847,10741,1265,-19.171430584145785
549,6567,6426.2625,31088.99042,7404.54162,34064.8112,23985.4196,17473.32884,RE-9,3851,IT-0,47029,29411.785,24994,13015,1516,-4.836538668509606
550,6750,4735.4564,5339.35953,42075.06379,32836.9978,25673.4861,24204.499,RE-11,1740,IT-0,55646,32752.815,12097,23364,1822,24.31310316609903
551,6460,6039.609,7208.72568,47079.52792,46190.1203,24377.5707,40026.09764,RE-C,2278,IT-A,61492,21602.038,16202,15894,1365,-5.094772032480421
552,4832,10075.005,27444.61072,18327.13697,50005.6772,24859.3392,52361.08118,RE-7,3331,IT-A,67125,19354.34,31330,12441,1071,5.749832497131259
553,7215,17701.5107,39201.85814,37591.48621,45401.2038,32050.1993,28532.29244,RE-2,4341,IT-3,40624,33383.509,27911,10569,920,1.9885228795730026
554,6267,16303.8966,38276.69022,49233.50098,38812.0004,53082.5144,29909.21894,RE-5,4961,IT-F,18234,32605.614,5682,5143,2107,-610.4119682878458
555,3197,10586.8469,37194.08996,38541.46621,30011.7402,36091.8746,22182.54677,RE-4,3185,IT-F,49781,28024.764,16321,14721,1115,0.03032851506125378
556,5991,5058.0967,4333.26323,7342.93256,46744.1287,53356.7081,50726.53827,RE-C,1322,IT-10,68290,NA,25943,12610,1148,36.663960082501575
557,5000,16230.6368,23420.32622,51657.22008,56789.5024,37428.24,19295.71218,RE-D,3472,IT-E,58520,39605.367,20861,14553,1383,32.71202065202333
558,8056,3900.7573,22892.00852,5044.87385,43008.1055,22611.8955,22887.47036,RE-7,1053,IT-9,49184,21361.51,17092,18017,1085,-28.13818596820696
559,5422,7743.6932,23821.31281,41811.28491,41209.0143,23925.3611,24644.79978,RE-F,3001,IT-0,35391,25939.046,33566,17025,1496,0.11252073577722044
560,5184,11887.5883,1962.44213,47723.67918,39997.8023,50404.8727,42549.94437,RE-11,884,IT-13,36761,31716.001,14793,18146,1059,13.402946741017292
561,6380,9674.579,5224.15729,50149.75438,42488.8825,38690.7326,25528.3712,RE-E,1776,IT-4,47084,19435.804,17053,19157,1307,-21.081957787799602
562,5730,3308.0853,29413.19279,19593.89755,44093.5604,40138.1914,20493.57999,RE-10,4757,IT-E,37200,23623.385,21266,17667,1386,-12.649246833602913
563,4459,10182.7303,27303.62563,29076.95029,36827.61,24489.4896,38870.92834,RE-1,3142,IT-3,50234,7764.074,29657,15165,801,-46.265654077484804
564,4384,12462.4956,21477.58622,19068.21485,32675.4136,46359.6428,26074.90923,RE-11,4968,IT-13,37213,24444.642,16955,20248,1617,24.436852688085185
565,4252,17252.3787,43977.48093,34233.29128,35707.3026,54219.7577,18711.71404,RE-3,3645,IT-D,64931,24265.378,14546,14136,1262,14.603949799775876
566,5973,12966.2229,41177.18977,22778.33069,46608.0806,18823.7224,30899.48482,RE-A,1822,IT-11,53305,28926.989,31275,16073,1052,-37.522065917965286
567,2526,15198.3998,27639.54602,7579.58629,44094.0668,43841.7714,22241.96117,RE-1,2526,IT-5,42398,NA,31698,14771,924,-31.806476282423738
568,3092,6717.0859,37937.85817,42259.09701,34870.3141,42045.6012,23688.57287,RE-8,4201,IT-6,50702,25079.438,14261,17873,648,-43.867362450699375
569,5596,16595.0269,38069.30156,40205.8488,38287.7237,36307.0221,41764.96552,RE-6,3176,IT-B,42728,23219.198,8854,22291,1188,17.73265423449487
570,5895,6478.3834,21546.36363,11851.57219,35035.2636,48918.5586,21130.42337,RE-E,4303,IT-6,38914,29439.719,4881,11074,1706,-10.50286861966685
571,3703,2438.8497,22139.10136,6156.27985,58781.6168,19108.8013,37537.03894,RE-10,4785,IT-D,41983,22059.964,7441,19915,1347,-25.6223961189819
572,3950,15097.9372,40027.71718,17766.39793,44641.3415,64219.1656,36660.94562,RE-F,3968,IT-F,66521,28291.297,17527,11263,1176,41.09703830125486
573,4830,6010.2312,6099.25261,23773.97058,38374.0224,28737.6387,10964.32616,RE-1,4581,IT-E,40490,25746.575,7947,3773,1498,-33.796796061061904
574,3268,4095.5651,15826.70752,12650.07605,27103.7682,50971.7404,22235.53854,RE-4,1207,IT-11,52530,25222.648,17329,12298,1194,-18.73156736833445
575,4342,15987.2254,1608.23128,44063.98916,40995.6239,32951.1604,34698.16089,RE-8,3958,IT-D,51786,NA,29816,10904,1279,10.420208146962645
576,5192,1161.5624,7282.1091,19532.75875,47212.3183,54671.912,15384.80805,RE-9,3592,IT-2,85953,30644.887,14298,17987,1242,-16.052347985864824
577,4310,3843.46,6991.57701,19687.38142,36322.243,43324.0155,22883.02136,RE-11,4584,IT-10,56253,28987.658,10065,13448,1778,13.299176828804747
578,7280,1769.7186,43247.9267,35998.63671,54644.1166,25683.9788,37030.00848,RE-A,1554,IT-10,57165,34732.336,5236,10532,1500,4.689441454184828
579,5733,9780.4438,13560.47975,53549.97429,49853.2076,41283.2652,36381.69674,RE-F,551,IT-9,49250,28484.179,31608,6548,1297,-0.08014877668658738
580,4846,10683.5575,27329.27891,51243.33706,21051.9992,26565.1242,40147.68024,RE-3,4584,IT-A,44230,20174.18,7526,17405,1488,9.292533917403507
581,5556,13897.6776,10622.98234,9947.68886,27425.615,37462.2015,22978.00264,RE-8,2877,IT-D,36875,33274.18,30896,13482,2032,52.02999096128028
582,6408,5837.7761,28056.14003,14817.61019,25797.5124,52458.9489,37272.20694,RE-6,3322,IT-4,31504,25767.66,1994,14655,1000,-29.873421570462572
583,5587,4693.7592,39496.10859,21555.57974,33139.0034,29973.8549,21039.83307,RE-8,3218,IT-1,32797,35564.375,32987,32065,1045,2.2622486134907778
584,4376,12046.7478,37383.03958,23975.48,16615.0279,36136.2833,25519.74536,RE-D,3094,IT-F,71434,21936.792,2683,8561,1963,42.89069689771526
585,4512,17195.1663,32055.0486,55226.62813,14523.6447,39252.435,34670.02765,RE-8,2489,IT-A,43482,25505.715,1401,8038,1699,27.004464430948293
586,6487,5524.799,7777.55456,22959.8185,31629.1135,2515.1028,19356.50363,RE-A,1969,IT-C,49391,33163.839,30077,21748,1449,23.226291509622726
587,8179,7769.3726,12399.67361,13433.6203,34407.8891,37537.7083,19460.53175,RE-7,1532,IT-13,55508,27496.664,11371,6545,1327,-9.383225185599148
588,5895,18283.4336,31382.21306,7215.41719,50091.3947,38247.9077,41994.28997,RE-3,704,IT-D,33875,20986.176,24182,13476,1212,7.06695135989873
589,6860,15019.7977,17469.89107,40788.09532,44615.3169,39192.9641,39925.85131,RE-E,2364,IT-E,50190,19512.924,14577,10125,1408,10.076846558583844
590,5762,18194.6124,8790.35664,38289.82201,45890.1824,35006.1546,39305.43163,RE-B,760,IT-4,24325,38112.333,16871,18315,1374,16.500249185866277
591,2525,13605.4429,6144.47265,1037.91441,49343.7257,40949.6902,24680.83682,RE-3,1478,IT-6,49560,26961.512,3539,16469,1230,-22.142795027732237
592,3787,10313.488,28022.717,26961.83858,40668.4552,26890.0719,34810.68734,RE-E,2646,IT-E,54315,37054.698,28055,9439,223,-36.6173944409731
593,4535,10135.6509,26270.54935,43315.97781,40538.819,33284.3771,31671.62637,RE-A,1976,IT-C,55420,14100.06,20335,15454,1525,0.11759921918010807
594,6963,13948.537,40152.81263,26459.30583,50187.0181,26560.8098,22409.81934,RE-C,3152,IT-6,45760,15425.862,8843,20030,1634,4.230056829666646
595,4418,16443.8834,24429.11496,33530.23635,51304.5558,29658.0196,31948.02756,RE-3,3351,IT-E,36424,30642.798,11976,15477,1573,14.19693858121609
596,6279,10334.5324,20775.33762,57484.09242,43166.4472,40702.237,34215.63329,RE-D,4870,IT-11,70672,31183.017,33621,15889,1281,45.76723686396607
597,4211,1140.2448,22164.19447,49612.37896,37857.6426,32765.3339,18595.60571,RE-D,3055,IT-E,54905,35105.621,26132,16373,1396,7.952990681001435
598,6376,11025.7269,8659.19746,38555.69937,25424.0236,35080.5625,33668.99739,RE-3,1711,IT-F,52317,26993.75,10456,16992,1090,0.4354359807398427
599,6176,2489.4647,29745.1941,15781.45128,46167.4104,46535.9636,32072.46128,RE-1,1324,IT-8,55887,19170.495,32884,8574,1592,10.826434818348963
600,5014,1961.6517,15423.53323,8849.44493,59417.9397,26836.8704,25426.46005,RE-2,2216,IT-D,24996,22578.647,6732,16487,1563,-28.323062666696305
601,4705,18493.554,33067.01796,12649.97653,44498.7552,32844.7237,27313.47166,RE-2,2560,IT-5,45140,NA,34622,19889,1007,6.928107490612653
602,4962,13965.9792,19187.64652,7015.60851,33692.942,41448.2881,6231.8489,RE-0,882,IT-3,36355,22430.734,2504,8530,780,-74.97530605982774
603,5140,15480.9456,1655.66717,51715.02152,55668.0112,43240.7839,34889.37867,RE-4,3361,IT-7,50585,22585.658,33689,15226,1608,27.681127293718625
604,3840,11966.4129,25802.24766,31277.98883,27722.2235,45342.8097,8787.74368,RE-11,3278,IT-E,26026,29116.203,2197,8983,1041,-41.742471006873004
605,7012,8659.2754,31208.17664,56525.00174,41562.5993,43129.565,47379.20488,RE-A,1838,IT-12,18100,31272.844,32872,23833,1083,23.24112760032333
606,5013,5368.2304,23308.8076,53257.24377,49559.8452,28288.3766,33197.49051,RE-5,3080,IT-10,50319,NA,20698,18534,1357,-23.123506668150423
607,5511,18166.8237,17680.17332,51189.7019,49311.8359,34379.3077,22263.99473,RE-8,1913,IT-12,49744,28769.468,30095,18541,1121,21.68368774666523
608,5297,6764.6084,9641.4897,24885.49148,49149.2259,33800.8364,18927.83081,RE-10,4823,IT-5,36983,26656.973,28321,13224,1529,-13.777677664174812
609,4576,14834.5639,6807.72326,56630.06154,43371.3971,18451.0643,39162.3412,RE-7,2682,IT-9,30489,11908.167,30456,12051,1892,7.429688104074983
610,6468,6716.3332,29799.30519,18893.45579,54938.4415,57755.1276,10839.50191,RE-F,876,IT-13,31727,26959.481,14952,18176,1096,-28.80376322082591
611,2414,6686.7924,13417.23791,4346.48018,38545.3078,51045.367,38295.11152,RE-3,1662,IT-4,29166,36186.432,19381,22304,1291,8.420729820464219
612,4814,11269.3551,24048.45638,37043.15934,40339.8578,25305.2756,7135.97228,RE-6,3198,IT-13,26914,11118.775,686,2591,1262,-63.18018026470109
613,3394,9352.7393,32891.37257,4109.20595,42851.3669,24849.3396,29221.59206,RE-E,3203,IT-1,63897,35783.126,27534,14739,1105,46.95963884217856
614,5682,14418.6116,17214.46133,39986.78758,51731.0975,30930.3091,45158.18658,RE-F,728,IT-F,22886,35080.586,32543,15490,1289,23.3461377269684
615,6102,9502.3945,28382.60873,8029.30122,47022.6783,38265.8893,40553.72213,RE-7,2285,IT-1,50667,21992.789,32057,5653,1148,-19.127202803988553
616,5634,16874.0586,25711.77151,30796.84788,44899.105,33800.8491,10183.56294,RE-4,4362,IT-12,52746,24156.612,20811,15693,1300,10.484257053036057
617,6962,16947.9125,25166.842,60802.43817,32754.5455,29373.3509,40534.47698,RE-B,4343,IT-2,54498,26590.887,3416,19971,1009,0.670993223552292
618,3476,4094.8358,12431.34748,11290.55667,33340.9648,48604.4669,29761.4834,RE-5,1137,IT-C,39154,34232.949,19698,22520,1610,-134.33133807427143
619,3911,10980.8592,22393.24494,29491.20837,12732.1285,31760.8269,21911.33282,RE-8,4068,IT-C,69087,28602.566,22900,15951,1301,27.70449457400767
620,6999,1526.4908,1316.40191,57960.65553,44063.9127,22372.5985,44672.19998,RE-B,2718,IT-B,43962,28162.287,18752,14590,1376,-9.626829132867332
621,7696,1518.0736,10860.34353,55377.67183,41379.381,40191.3652,19571.36622,RE-11,4640,IT-8,15237,33435.403,14146,12036,1430,-35.17375710197549
622,3857,17821.46,20768.76945,52680.3029,47429.4226,21047.3515,14578.18656,RE-E,4537,IT-E,57422,25640.671,34188,13378,882,-3.2815370671721
623,4836,16014.5545,14017.95728,8838.79479,38543.8809,31164.4785,52379.90049,RE-10,1673,IT-A,44700,31803.595,15554,12733,1423,30.910217929738838
624,5412,10473.7363,6882.74291,49067.36118,40090.8091,42226.2526,23405.89215,RE-3,4003,IT-D,54300,26334.564,33257,20884,1139,7.0868442577149455
625,4282,8689.2635,36445.2521,38186.15749,53268.3501,38654.0829,19994.41388,RE-5,2798,IT-11,50137,31567.827,20513,20647,1539,25.983386518766387
626,5187,2990.4347,4193.68087,32121.71353,62325.4032,28877.8858,46464.86036,RE-2,3104,IT-8,53746,20341.037,12188,14117,1501,-15.476609598289471
627,4955,13857.44,8299.92895,14556.55492,45663.9726,33176.6045,27665.26889,RE-2,2121,IT-4,64976,34319.099,32011,20492,1285,30.848382056129488
628,3293,11996.9028,14716.69397,8585.04294,38591.4777,43764.5739,19915.20554,RE-B,1025,IT-D,58369,24589.567,20936,23105,1126,1.882639751406884
629,4543,14896.9932,2174.47891,21740.93141,49297.5774,30565.2954,16734.03712,RE-9,3074,IT-D,65448,20364.603,8004,20810,1037,-14.917416669247181
630,4506,6644.9521,36657.22036,52093.8858,45808.6959,44349.6684,37469.88689,RE-1,3914,IT-11,39795,25370.241,33098,16818,1579,33.4458191560133
631,7991,17535.3471,35211.51955,17372.39798,34601.1875,22701.2897,30195.7666,RE-1,1647,IT-3,47731,30506.368,10267,18396,1169,-177.34111552319294
632,8076,4598.9068,26620.27301,11636.84453,52600.2947,32344.0935,29685.99861,RE-0,4105,IT-0,41094,35828.542,13972,15347,1375,25.120687425385967
633,4091,2632.0472,15483.66268,60295.83762,65066.1983,29844.1317,45662.56421,RE-5,1701,IT-10,53031,30298.518,30139,15049,1406,12.440543840865478
634,6693,6173.9433,19935.67034,12090.40141,35402.2577,46900.7161,32457.91191,RE-10,3727,IT-1,39172,16982.283,13934,16343,1260,-19.48557878729003
635,5697,10839.0259,36843.61608,52422.28064,37319.1358,35351.4215,11873.93261,RE-4,2317,IT-12,30921,28916.344,10836,14132,1458,-0.709260562795949
636,7709,17629.7068,38466.44239,48567.34068,50866.7399,31781.5846,11441.34067,RE-C,2280,IT-F,58097,28475.717,23767,9062,1608,27.896399332085256
637,4269,2700.7872,40153.40905,49133.00026,48493.0886,40047.0401,16914.68491,RE-10,3383,IT-C,38435,NA,11015,9405,1220,-41.11203328140549
638,6095,13029.3985,6656.49935,1559.11579,13642.891,22040.6197,33121.7113,RE-3,1642,IT-8,35033,20281.488,8363,5862,1110,-48.7492927943831
639,5985,7496.8565,2080.72915,33514.38579,39172.6381,29046.7064,27457.80613,RE-9,1570,IT-D,57582,26961.419,15556,18873,1837,36.48741026516191
640,5731,1557.8561,12108.84172,60809.63519,16428.8951,35882.856,24244.07121,RE-3,4611,IT-B,36181,25839.448,25700,8879,1433,-14.660753396710268
641,3987,2262.0746,14461.0576,60758.45371,27179.8808,44839.6003,39058.2505,RE-5,2883,IT-5,51459,25327.393,20998,19080,1765,24.01071948786024
642,5541,18349.3939,6974.59131,16065.5618,39263.0569,14425.2988,26758.38506,RE-3,1388,IT-4,52301,27793.457,26046,11371,1144,13.863355325935764
643,5177,8181.1848,9485.26587,33055.24154,64743.444,45457.3883,15773.94479,RE-C,3392,IT-8,53686,25898.209,9548,16028,1648,-10.142952614602018
644,3868,1232.8526,25498.7219,57192.20031,60870.8826,34745.71,36044.79751,RE-5,3331,IT-13,50885,21217.767,28155,19815,1824,27.137346751835267
645,4847,16747.7861,34759.04011,44442.27514,23138.9239,41741.2664,22424.53314,RE-2,1165,IT-11,35858,27264.97,21168,19051,1609,38.80874697028942
646,5005,8803.5609,23531.36794,28425.6176,30685.1168,41322.2737,11633.0278,RE-3,3488,IT-3,33038,26764.891,27526,15405,1402,-16.153419543659343
647,6380,18667.0237,30046.30335,6694.11686,43026.9144,22514.0316,32977.4971,RE-2,4724,IT-8,28713,14534.994,7903,17385,1715,-5.5634873583313444
648,6535,4361.1719,5051.74032,51538.593,46043.4612,50610.3745,47856.27754,RE-10,4060,IT-1,16447,NA,22498,17118,1393,-1.8804058297246522
649,6513,4058.782,33938.94852,34068.47548,44729.6354,55579.7835,17858.43068,RE-B,4983,IT-13,46421,25045.378,28494,11598,1189,-13.143533977441397
650,6481,7048.5594,43610.37829,58280.40563,45168.3866,48419.0184,26087.32018,RE-3,2261,IT-E,83202,31348.578,7728,14881,1220,9.111108830531174
651,3605,17881.6762,8846.78697,51310.39535,65507.482,25735.5779,42208.39619,RE-8,4291,IT-13,50771,26223.344,27129,10839,1228,16.768508646433087
652,5676,15957.2347,15840.27283,34209.69649,44138.1819,47434.6981,30617.06798,RE-A,4643,IT-1,60312,19321.503,14802,15584,1447,54.79842691531287
653,4668,4937.6132,40710.57198,45191.42799,51957.9602,29811.2763,30329.30142,RE-2,2631,IT-10,49748,33479.486,18877,4324,1095,-70.71664059526528
654,9146,12653.4054,21274.32016,33609.865,47328.8335,52544.4152,19174.98863,RE-2,672,IT-4,41818,11836.152,7770,11639,1347,-43.9813608962098
655,3283,12299.8681,31948.15986,41608.80441,49996.9658,42959.6647,32070.20662,RE-B,3854,IT-1,36296,NA,13555,22589,1494,20.894460332413537
656,4322,3856.9658,6293.90927,49845.07674,65179.7192,29924.7074,36109.45944,RE-6,3282,IT-2,48509,17173.89,31301,16988,1400,-27.57138706197406
657,6258,12510.25,7759.15125,9894.98527,19561.6287,22801.3664,55446.17759,RE-7,1525,IT-3,37801,25960.114,23929,14482,1429,17.629842916928055
658,6799,10145.3939,1331.89788,32496.90571,62110.9251,58664.7229,43019.18635,RE-A,1908,IT-6,89001,24232.199,15351,8594,1057,-1.1522430002878004
659,3944,2587.2344,23991.34269,8743.09097,38888.8863,44575.4761,34673.99337,RE-9,4450,IT-2,34387,30377.462,18962,16283,1146,-20.839407959194723
660,8116,15399.6503,41677.94747,3461.04217,42456.4027,71107.0497,35898.89222,RE-F,1919,IT-4,35185,21456.852,20529,8111,1140,4.051507280833315
661,6689,11149.8998,30184.04135,9394.74169,24861.7173,47202.5046,44061.59663,RE-D,697,IT-13,49187,20850.423,33430,21120,1187,38.04176648547309
662,4873,5403.7655,23309.93632,8453.14915,54615.456,26319.4293,27823.47858,RE-B,1753,IT-0,43146,20368.279,8273,23324,1528,-9.905352941776911
663,6543,3888.7914,1724.16516,45047.6267,45915.4709,39836.9987,6701.61873,RE-9,1896,IT-A,52089,29396.943,12193,10886,1741,-13.847183769875286
664,4896,17236.6709,42639.56081,27338.28735,43219.7119,17559.8221,30850.99576,RE-B,897,IT-A,48107,27015.422,12807,8026,1103,-70.37984073477617
665,6367,16927.6201,9823.21539,39027.03102,53953.102,40551.9634,27914.12719,RE-B,1695,IT-8,53887,27207.339,4905,10677,1406,-7.459531593291477
666,4793,17710.8398,20656.53244,39135.31092,44304.6563,47074.9029,10713.77107,RE-4,1676,IT-7,43929,37129.071,28981,21598,1262,18.95072126052419
667,7103,14271.1058,22560.76801,44412.58872,62517.3218,35259.0537,35937.11294,RE-2,4779,IT-4,38812,33574.208,27214,8684,1685,20.355025481316538
668,6152,16134.5656,5193.26552,26130.50569,63409.4665,45849.9353,45717.22881,RE-8,2427,IT-13,13424,33115.98,24716,25393,1015,16.420138782969836
669,4574,3696.079,34859.79912,37028.54653,37709.1723,27040.8605,32070.24731,RE-8,4201,IT-C,30456,34027.66,4785,11061,1833,-3.373133147606728
670,3706,14870.3727,9863.55,35126.09603,28780.0279,42169.0408,24278.8649,RE-C,4697,IT-2,40890,25948.612,8025,2592,1628,-14.083350119563569
671,5563,3299.5153,23445.59337,24050.92322,44034.5841,47180.4074,35084.57136,RE-8,1172,IT-4,54765,23501.104,4875,14039,1707,1.7995675984695811
672,4476,10775.2532,11043.78189,35208.88289,41074.6786,26511.442,37381.85442,RE-1,4207,IT-8,24620,17286.816,33286,7462,1357,-26.191067508550923
673,5906,8473.54,40361.24999,5347.15467,33099.4387,37149.2989,32166.26432,RE-10,4590,IT-1,31030,32914.268,15394,10437,1311,-11.184721797129292
674,5896,15246.8801,41097.89969,16312.07019,60713.6827,37066.3422,28842.82114,RE-2,2336,IT-A,31687,33036.995,27612,20501,1413,22.60465352954793
675,6563,18043.8934,3555.80702,17151.31347,51887.2962,47011.157,40660.90156,RE-1,2817,IT-C,44170,28949.367,16255,24180,1499,42.68127998802705
676,4571,15517.5965,40551.06168,28527.77027,38523.2238,33361.5414,29986.82365,RE-4,2422,IT-F,77103,NA,2577,19117,1505,-1929.1585060971347
677,2962,11381.624,28891.43592,9149.59352,29670.2534,58124.4102,32829.4786,RE-0,3468,IT-13,51777,26220.221,24438,12627,1032,33.209517757361816
678,7615,11011.4503,2453.21907,50139.31319,38912.2498,18262.4518,27001.68597,RE-6,3567,IT-0,44850,27213.568,25162,20033,1515,21.085597639999342
679,7432,4684.3925,42317.69464,45692.34699,43004.7777,25361.3299,21297.58768,RE-A,3218,IT-13,27338,28512.2,12552,19472,1647,13.711666263307976
680,5981,14603.0779,40316.01885,5872.42719,27130.7667,48282.0847,27760.41941,RE-E,640,IT-E,76503,29894.848,17885,17066,1496,38.37782346474725
681,5322,17914.1002,29427.20589,34016.19684,52986.0497,52294.5893,32997.09902,RE-E,2828,IT-7,33753,34936.615,30908,16571,1428,46.84010883752933
682,4614,8232.1856,4029.54323,41934.46064,64516.1215,31339.3224,24348.40761,RE-3,3536,IT-11,64640,23233.163,4807,20233,924,-23.870633756971642
683,5296,8810.8271,38723.01955,23088.32829,71360.8493,27335.5302,28136.18534,RE-D,2672,IT-1,49557,34882.083,26678,11192,1199,-0.09669516032592362
684,5380,7074.843,12790.43797,54727.27721,34968.6191,35731.1769,29909.75453,RE-C,3328,IT-9,26953,18874.042,18924,18624,1015,-7.736536803951116
685,2585,4421.5979,35897.89242,54106.89326,52622.6322,7195.3188,19196.84753,RE-8,2301,IT-9,28541,29450.158,4343,23499,1329,-20.07245976113703
686,5966,12081.5243,12899.67085,16318.03785,40975.9566,31080.4275,19757.75576,RE-5,4238,IT-2,16930,25405.224,14376,17076,1380,-27.900563787865977
687,5956,4898.6662,22354.48505,14831.78483,44115.0217,26241.7628,30281.99827,RE-F,2289,IT-E,53624,30850.022,15004,22479,1293,-88.46541056093982
688,4296,10541.2324,19990.90116,44165.7668,65716.7273,40411.8341,37291.55926,RE-6,935,IT-11,45763,34248.693,23053,17674,1200,17.34621758961832
689,6223,14600.6311,28297.72054,27875.53037,51416.7818,28083.6804,28493.11426,RE-2,3469,IT-7,43953,21090.151,30155,12535,897,-8.269275528794964
690,5003,7864.8035,3245.6359,61443.53539,22851.5222,32331.705,23226.84325,RE-F,3073,IT-7,54614,NA,9281,16870,1238,-27.640742353902795
691,3520,5904.4751,10142.73229,5717.87738,64783.6191,36952.2019,31514.42018,RE-0,4203,IT-D,51885,NA,22882,9105,1293,-11.669176671904593
692,6970,11410.0933,22455.6414,37537.94594,73431.6288,24488.7903,31575.35473,RE-B,3813,IT-2,45319,26171.766,2925,13193,1689,-31.55609846749582
693,5785,18651.9766,14471.30317,10526.03653,33220.4308,24820.8254,31957.29858,RE-0,3918,IT-5,48185,NA,17339,11068,1027,-26.417937757814254
694,5584,14577.3519,42905.27678,54301.4075,47143.219,24538.3836,10060.09782,RE-2,3233,IT-4,62020,19414.655,33929,22041,981,-9.055875164848441
695,3384,3015.7067,23725.81955,9714.11708,41279.7744,39301.6611,29886.90893,RE-5,4105,IT-11,17695,30578.902,7290,19990,1713,-79.45283788172392
696,5913,3764.0327,6323.2529,16431.05838,25843.6806,48815.6238,33463.88544,RE-3,4045,IT-0,55823,25660.24,13120,17178,1440,3.985524112571923
697,5814,13972.0179,38828.65797,37045.88461,22110.6952,34122.1751,16999.32005,RE-D,4690,IT-1,29621,NA,24962,23050,1226,1.8793474722207177
698,1475,10009.439,22111.66521,41134.23102,38578.3132,60123.2469,17883.53999,RE-10,3980,IT-9,22953,23323.372,33320,14231,1284,-22.46324622267914
699,7001,3919.8085,27230.29363,20760.58942,42733.3815,53959.381,15493.56536,RE-F,583,IT-3,36466,45348.551,32011,6038,1564,-2.43466143261711
700,4909,4982.2043,10108.03998,37603.43074,71278.8776,31279.2472,19337.37306,RE-7,2998,IT-13,54658,22838.126,11222,15974,1026,-36.21347786524767
701,5866,9980.1102,16282.51546,47731.00725,46260.0217,45488.392,33148.47668,RE-10,1388,IT-0,53246,22402.055,30473,16238,1360,5.694140015469663
702,5017,10725.0222,6379.68069,43960.5295,44701.3698,55201.412,28339.05935,RE-1,4180,IT-10,53061,19999.944,30568,12176,1237,-31.3295770270311
703,7872,8190.1354,4094.688,15041.39598,35590.4089,29757.1166,29004.87473,RE-C,3058,IT-E,44685,29990.812,15790,11699,794,-10.589861631447919
704,3722,10133.3931,28005.24867,6378.90363,37301.9249,32701.9816,34850.5029,RE-5,2360,IT-D,32954,28797.518,32970,15988,983,-6.660030313474399
705,5352,2276.3074,9665.87014,41884.04292,39932.3239,42936.4038,29649.40417,RE-3,2962,IT-11,35703,20384.936,3567,11555,1151,-98.05457055043111
706,4710,13467.2496,34789.14863,21571.0918,43471.1542,45157.7501,24405.46481,RE-A,4765,IT-A,26096,38999.783,31783,18258,1113,8.39411116038739
